,port_return,bench_return
2020-06-01,0.002827724807774601,
2020-06-02,-0.0015631340094646173,
2020-06-03,-0.004283426994395989,
2020-06-04,-0.003956867793865504,
2020-06-05,-0.00037198426382634153,
2020-06-08,0.014060959987641342,
2020-06-09,-0.007228353523714204,
2020-06-10,0.0023302099907021034,
2020-06-11,-0.03239840360571511,
2020-06-12,-0.0031754802307734087,
2020-06-15,0.014157658912649751,
2020-06-16,0.0065076908078476325,
2020-06-17,0.003199452955905846,
2020-06-18,-0.0010897752748249001,
2020-06-19,0.006364632058883712,
2020-06-22,0.002104735694773874,
2020-06-23,-0.004900623456770115,
2020-06-24,-0.012162820687308118,
2020-06-25,-0.0015677739579211813,
2020-06-26,-0.01480877746687137,
2020-06-29,0.016844237331979484,
2020-07-01,-0.0008902114056419386,0.007004804308198498
2020-07-02,0.0031536267863452316,0.005507172773973501
2020-07-06,0.010517203452276469,0.015437071280894443
2020-07-07,0.002381678445039226,-0.01031376908136572
2020-07-08,0.001785121744523055,0.007648731874619008
2020-07-09,0.0023957132284631033,-0.005693080088917113
2020-07-10,0.00802787277677286,0.01021054751986994
2020-07-13,-0.005014345953760158,-0.008658746574924714
2020-07-14,0.017241157784044114,0.01295881206999816
2020-07-15,0.0078036146232876025,0.009187132827852773
2020-07-16,0.0006717458516538599,-0.003293193980124842
2020-07-17,0.00777701046063739,0.0028988366875961624
2020-07-20,-0.005766904181480292,0.008081734029445009
2020-07-21,0.0008406464052510554,0.0021275145504715542
2020-07-22,0.005203453294036375,0.005692155232803531
2020-07-23,-0.0044310612008860994,-0.011931966305643638
2020-07-24,-0.0052915573036336205,-0.006440248797353054
2020-07-27,0.013937059249591321,0.007292342886325409
2020-07-28,0.0010786579961965526,-0.006342367804192506
2020-07-29,0.01052423114224843,0.012298747099492191
2020-07-30,-0.013587380891614043,-0.0035678524451516758
2020-08-03,0.004150837252211215,0.006952171189714695
2020-08-04,0.012235607865243914,0.003862652557266033
2020-08-05,-0.0019358228139004785,0.006210931123134866
2020-08-06,0.0024050066143774806,0.006684502221750543
2020-08-07,0.003805167335284798,0.0007179069843330499
2020-08-10,-0.004791822787801325,0.002988974733181271
2020-08-11,-0.013111723939334907,-0.008254616047606023
2020-08-12,0.011351695711352194,0.013942163870626079
2020-08-13,0.0004843813911983297,-0.001807729689269011
2020-08-14,0.0012870142056835565,2.9651428570920402e-05
2020-08-17,0.009913384193408481,0.003176763638756963
2020-08-18,-0.0003780989122287304,0.0021603655612258965
2020-08-19,-0.003993827752806989,-0.004163482556335252
2020-08-20,0.0010374193862525694,0.003113289969741473
2020-08-21,-0.0008394176725539104,0.0035474326669016065
2020-08-24,0.005449633251418895,0.010133303351205436
2020-08-25,0.00577925806303603,0.0034992465572871723
2020-08-26,0.006552136923355434,0.010025507204796336
2020-08-27,-0.001952245820408427,0.002186528156960632
2020-08-28,-0.003835249228222426,0.006459346877099925
2020-08-31,0.0013770811098283708,-0.003622482308111019
2020-09-01,-0.00379049084887495,0.009418531455764212
2020-09-02,0.012705869221170563,0.014464109357911203
2020-09-03,-0.023274581993361743,-0.034414295051063304
2020-09-04,-0.009149142490799234,-0.008164690272397634
2020-09-08,-0.025994877981821873,-0.027322773738175044
2020-09-09,0.017755373914309924,0.019747034670618557
2020-09-10,-0.012651227915149943,-0.01736356768890468
2020-09-11,-0.0015605828488746143,0.0005090843065140849
2020-09-14,0.009677700497817243,0.013171376331417406
2020-09-15,0.0037485878492258262,0.005052177167899519
2020-09-16,-0.005132324420726975,-0.00396859496141877
2020-09-17,-0.003537378240688449,-0.00879511736179528
2020-09-18,-0.0015942231096164328,-0.011512810522166461
2020-09-21,-0.004569808899146821,-0.011129510348109717
2020-09-22,0.008131346394412375,0.010184317830632006
2020-09-23,-0.015650499422181108,-0.023191011606680023
2020-09-24,0.004210877432318849,0.002665504080344272
2020-09-25,0.01288849134571235,0.01616693447360862
2020-09-28,0.010078138746874021,0.01660948253646577
2020-09-29,-0.0028195206880585744,-0.005446038300772393
2020-09-30,0.0049106215933416575,0.007581982057548453
2020-10-01,0.008237580209182527,0.006420004417803105
2020-10-02,-0.0027246953254433937,-0.009494554331203053
2020-10-05,0.017684079710444944,0.017733058004957503
2020-10-06,-0.008586851943499951,-0.014215933370295253
2020-10-07,0.01965712633919492,0.017406716492028407
2020-10-08,-0.0002378286318434064,0.008862649021694757
2020-10-09,0.012047455994803613,0.008929933981355553
2020-10-12,0.007048443386688641,0.01608776382777255
2020-10-13,0.009693033509611038,-0.006526125446513875
2020-10-14,-0.00963329799742152,-0.006283615205975868
2020-10-15,0.0024717732184666996,-0.0012356962986110887
2020-10-16,-0.006051755715020035,-0.0006043449567099124
2020-10-19,-0.009767586236240744,-0.015203326463711142
2020-10-20,0.001329084648152623,0.004005610058682274
2020-10-21,-0.008680631020816287,-0.0018929126442541744
2020-10-22,-0.002596369000858356,0.00548531728773427
2020-10-23,0.009756219408984856,0.0033951182775513455
2020-10-26,-0.008935049449570687,-0.018479729184960214
2020-10-27,0.0059315221497995285,-0.003447522983719975
2020-10-28,-0.02790729205564213,-0.034178795456265565
2020-10-29,-0.0007021081980510546,0.01016352887824401
2020-10-30,-0.019584281689660976,-0.010424946291149095
2020-11-02,0.022575444491192975,0.011208371235288173
2020-11-03,0.014918520724646722,0.01765586754607007
2020-11-04,0.007419465181343288,0.022349240792363556
2020-11-05,0.02539291337265448,0.019502664308229223
2020-11-06,0.0034298692611844928,-0.00022821451404508863
2020-11-09,-0.050058428033994073,0.0125656108167429
2020-11-10,-0.0002506017886891865,-0.0014666159030879422
2020-11-11,0.02183118495187597,0.007428321848370167
2020-11-12,-0.008353742706972755,-0.009700621343214477
2020-11-13,0.0073774674410562735,0.013844388687269005
2020-11-16,0.011204137964333283,0.012482603825667571
2020-11-17,-0.0035812677247055724,-0.005378175256287032
2020-11-18,-0.006800191476964645,-0.012034837451551761
2020-11-19,0.01685688108849215,0.004210191601597968
2020-11-20,0.0013426945779471122,-0.006847898310799794
2020-11-23,0.010796355497001642,0.005994353095241323
2020-11-24,0.0017163655775715991,0.016113829930262336
2020-11-25,0.008162509138234242,-0.0015417214633689502
2020-11-27,0.0135707874453308,0.0027849045593637545
2020-11-30,0.0037734723204945197,-0.004427095356776545
2020-12-01,-3.630435330137516e-05,0.01093740292899592
2020-12-02,-0.003156563356744635,0.0021036937070433304
2020-12-03,0.004490427171518263,-0.00027267718467582913
2020-12-04,0.0033076059087582266,0.008617808801935523
2020-12-07,0.007117572386004856,-0.0020549264098217446
2020-12-08,0.008675444080379568,0.002926081298194827
2020-12-09,-0.012547045704793924,-0.008968902691809055
2020-12-10,0.00021510573952721046,-0.0003271245587207483
2020-12-11,0.0012230641579697998,-0.0011725223241840776
2020-12-14,-0.006887234193926006,-0.004477040346380079
2020-12-15,0.011201211719067627,0.013519410565653533
2020-12-16,-0.0034634666179286233,0.001569237291702219
2020-12-17,0.010668970130397026,0.00559203127840302
2020-12-18,-0.0006437826346276099,-0.003992910872537281
2020-12-21,-0.004036811636220716,-0.0035756070200670953
2020-12-22,-0.003037578209267422,-0.0016853523559559047
2020-12-23,0.0033559606657456165,0.0008986024888737454
2020-12-24,0.0016154131384007453,0.003890533975187349
2020-12-28,-0.006696044558991976,0.008590771657121854
2020-12-29,-0.005620121686049195,-0.0019078309475981658
2020-12-30,0.009310950212486624,0.001426814343352456
2021-01-04,-0.0018286017057653758,-0.013614107513759244
2021-01-05,0.01439910496921204,0.0068874468117137155
2021-01-06,0.042761834152606815,0.005978475009306816
2021-01-07,0.022370377590333446,0.014857574272037377
2021-01-08,0.004389778667812427,0.005697669290368745
2021-01-11,-0.0032325149740246584,-0.006740780389217438
2021-01-12,0.01051665460776574,0.00021125634799923354
2021-01-13,-0.0064655886901980875,0.0026929495343055443
2021-01-14,0.0077349814927694105,-0.003502047429393973
