,dates,weekday,end_of_week,end_of_month
1803,2019-07-30,1,False,False
1804,2019-07-31,2,False,True
1805,2019-08-01,3,False,False
1806,2019-08-02,4,True,False
1807,2019-08-05,0,False,False
1808,2019-08-06,1,False,False
1809,2019-08-07,2,False,False
1810,2019-08-08,3,False,False
1811,2019-08-09,4,True,False
1812,2019-08-12,0,False,False
1813,2019-08-13,1,False,False
1814,2019-08-14,2,False,False
1815,2019-08-15,3,False,False
1816,2019-08-16,4,True,False
1817,2019-08-19,0,False,False
1818,2019-08-20,1,False,False
1819,2019-08-21,2,False,False
1820,2019-08-22,3,False,False
1821,2019-08-23,4,True,False
1822,2019-08-26,0,False,False
1823,2019-08-27,1,False,False
1824,2019-08-28,2,False,False
1825,2019-08-29,3,False,False
1826,2019-08-30,4,True,True
1827,2019-09-03,1,False,False
1828,2019-09-04,2,False,False
1829,2019-09-05,3,False,False
1830,2019-09-06,4,True,False
1831,2019-09-09,0,False,False
1832,2019-09-10,1,False,False
1833,2019-09-11,2,False,False
1834,2019-09-12,3,False,False
1835,2019-09-13,4,True,False
1836,2019-09-16,0,False,False
1837,2019-09-17,1,False,False
1838,2019-09-18,2,False,False
1839,2019-09-19,3,False,False
1840,2019-09-20,4,True,False
1841,2019-09-23,0,False,False
1842,2019-09-24,1,False,False
1843,2019-09-25,2,False,False
1844,2019-09-26,3,False,False
1845,2019-09-27,4,True,False
1846,2019-09-30,0,False,True
1847,2019-10-01,1,False,False
1848,2019-10-02,2,False,False
1849,2019-10-03,3,False,False
1850,2019-10-04,4,True,False
1851,2019-10-07,0,False,False
1852,2019-10-08,1,False,False
1853,2019-10-09,2,False,False
1854,2019-10-10,3,False,False
1855,2019-10-11,4,True,False
1856,2019-10-14,0,False,False
1857,2019-10-15,1,False,False
1858,2019-10-16,2,False,False
1859,2019-10-17,3,False,False
1860,2019-10-18,4,True,False
1861,2019-10-21,0,False,False
1862,2019-10-22,1,False,False
1863,2019-10-23,2,False,False
1864,2019-10-24,3,False,False
1865,2019-10-25,4,True,False
1866,2019-10-28,0,False,False
1867,2019-10-29,1,False,False
1868,2019-10-30,2,False,False
1869,2019-10-31,3,False,True
1870,2019-11-01,4,True,False
1871,2019-11-04,0,False,False
1872,2019-11-05,1,False,False
1873,2019-11-06,2,False,False
1874,2019-11-07,3,False,False
1875,2019-11-08,4,True,False
1876,2019-11-11,0,False,False
1877,2019-11-12,1,False,False
1878,2019-11-13,2,False,False
1879,2019-11-14,3,False,False
1880,2019-11-15,4,True,False
1881,2019-11-18,0,False,False
1882,2019-11-19,1,False,False
1883,2019-11-20,2,False,False
1884,2019-11-21,3,False,False
1885,2019-11-22,4,True,False
1886,2019-11-25,0,False,False
1887,2019-11-26,1,False,False
1888,2019-11-27,2,False,False
1889,2019-11-29,4,True,True
1890,2019-12-02,0,False,False
1891,2019-12-03,1,False,False
1892,2019-12-04,2,False,False
1893,2019-12-05,3,False,False
1894,2019-12-06,4,True,False
1895,2019-12-09,0,False,False
1896,2019-12-10,1,False,False
1897,2019-12-11,2,False,False
1898,2019-12-12,3,False,False
1899,2019-12-13,4,True,False
1900,2019-12-16,0,False,False
1901,2019-12-17,1,False,False
1902,2019-12-18,2,False,False
1903,2019-12-19,3,False,False
1904,2019-12-20,4,True,False
1905,2019-12-23,0,False,False
1906,2019-12-24,1,False,False
1907,2019-12-26,3,False,False
1908,2019-12-27,4,True,False
1909,2019-12-30,0,False,False
1910,2019-12-31,1,False,True
1911,2020-01-02,3,False,False
1912,2020-01-03,4,True,False
1913,2020-01-06,0,False,False
1914,2020-01-07,1,False,False
1915,2020-01-08,2,False,False
1916,2020-01-09,3,False,False
1917,2020-01-10,4,True,False
1918,2020-01-13,0,False,False
1919,2020-01-14,1,False,False
1920,2020-01-15,2,False,False
1921,2020-01-16,3,False,False
1922,2020-01-17,4,True,False
1923,2020-01-21,1,False,False
1924,2020-01-22,2,False,False
1925,2020-01-23,3,False,False
1926,2020-01-24,4,True,False
1927,2020-01-27,0,False,False
1928,2020-01-28,1,False,False
1929,2020-01-29,2,False,False
1930,2020-01-30,3,False,False
1931,2020-01-31,4,True,True
1932,2020-02-03,0,False,False
1933,2020-02-04,1,False,False
1934,2020-02-05,2,False,False
1935,2020-02-06,3,False,False
1936,2020-02-07,4,True,False
1937,2020-02-10,0,False,False
1938,2020-02-11,1,False,False
1939,2020-02-12,2,False,False
1940,2020-02-13,3,False,False
1941,2020-02-14,4,True,False
1942,2020-02-18,1,False,False
1943,2020-02-19,2,False,False
1944,2020-02-20,3,False,False
1945,2020-02-21,4,True,False
1946,2020-02-24,0,False,False
1947,2020-02-25,1,False,False
1948,2020-02-26,2,False,False
1949,2020-02-27,3,False,False
1950,2020-02-28,4,True,True
1951,2020-03-02,0,False,False
1952,2020-03-03,1,False,False
1953,2020-03-04,2,False,False
1954,2020-03-05,3,False,False
1955,2020-03-06,4,True,False
1956,2020-03-09,0,False,False
1957,2020-03-10,1,False,False
1958,2020-03-11,2,False,False
1959,2020-03-12,3,False,False
1960,2020-03-13,4,True,False
1961,2020-03-16,0,False,False
1962,2020-03-17,1,False,False
1963,2020-03-18,2,False,False
1964,2020-03-19,3,False,False
1965,2020-03-20,4,True,False
1966,2020-03-23,0,False,False
1967,2020-03-24,1,False,False
1968,2020-03-25,2,False,False
1969,2020-03-26,3,False,False
1970,2020-03-27,4,True,False
1971,2020-03-30,0,False,False
1972,2020-03-31,1,False,True
1973,2020-04-01,2,False,False
1974,2020-04-02,3,False,False
1975,2020-04-03,4,True,False
1976,2020-04-06,0,False,False
1977,2020-04-07,1,False,False
1978,2020-04-08,2,False,False
1979,2020-04-09,3,False,False
1980,2020-04-13,0,False,False
1981,2020-04-14,1,False,False
1982,2020-04-15,2,False,False
1983,2020-04-16,3,False,False
1984,2020-04-17,4,True,False
1985,2020-04-20,0,False,False
1986,2020-04-21,1,False,False
1987,2020-04-22,2,False,False
1988,2020-04-23,3,False,False
1989,2020-04-24,4,True,False
1990,2020-04-27,0,False,False
1991,2020-04-28,1,False,False
1992,2020-04-29,2,False,False
1993,2020-04-30,3,False,True
1994,2020-05-01,4,True,False
1995,2020-05-04,0,False,False
1996,2020-05-05,1,False,False
1997,2020-05-06,2,False,False
1998,2020-05-07,3,False,False
1999,2020-05-08,4,True,False
2000,2020-05-11,0,False,False
2001,2020-05-12,1,False,False
2002,2020-05-13,2,False,False
2003,2020-05-14,3,False,False
2004,2020-05-15,4,True,False
2005,2020-05-18,0,False,False
2006,2020-05-19,1,False,False
2007,2020-05-20,2,False,False
2008,2020-05-21,3,False,False
2009,2020-05-22,4,True,False
2010,2020-05-26,1,False,False
2011,2020-05-27,2,False,False
2012,2020-05-28,3,False,False
2013,2020-05-29,4,True,True
2014,2020-06-01,0,False,False
2015,2020-06-02,1,False,False
2016,2020-06-03,2,False,False
2017,2020-06-04,3,False,False
2018,2020-06-05,4,True,False
2019,2020-06-08,0,False,False
2020,2020-06-09,1,False,False
2021,2020-06-10,2,False,False
2022,2020-06-11,3,False,False
2023,2020-06-12,4,True,False
2024,2020-06-15,0,False,False
2025,2020-06-16,1,False,False
2026,2020-06-17,2,False,False
2027,2020-06-18,3,False,False
2028,2020-06-19,4,True,False
2029,2020-06-22,0,False,False
2030,2020-06-23,1,False,False
2031,2020-06-24,2,False,False
2032,2020-06-25,3,False,False
2033,2020-06-26,4,True,False
2034,2020-06-29,0,False,False
2035,2020-06-30,1,False,True
2036,2020-07-01,2,False,False
2037,2020-07-02,3,False,False
2038,2020-07-06,0,False,False
2039,2020-07-07,1,False,False
2040,2020-07-08,2,False,False
2041,2020-07-09,3,False,False
2042,2020-07-10,4,True,False
2043,2020-07-13,0,False,False
2044,2020-07-14,1,False,False
2045,2020-07-15,2,False,False
2046,2020-07-16,3,False,False
2047,2020-07-17,4,True,False
2048,2020-07-20,0,False,False
2049,2020-07-21,1,False,False
2050,2020-07-22,2,False,False
2051,2020-07-23,3,False,False
2052,2020-07-24,4,True,False
2053,2020-07-27,0,False,False
2054,2020-07-28,1,False,False
2055,2020-07-29,2,False,False
2056,2020-07-30,3,False,False
2057,2020-07-31,4,True,True
2058,2020-08-03,0,False,False
2059,2020-08-04,1,False,False
2060,2020-08-05,2,False,False
2061,2020-08-06,3,False,False
2062,2020-08-07,4,True,False
2063,2020-08-10,0,False,False
2064,2020-08-11,1,False,False
2065,2020-08-12,2,False,False
2066,2020-08-13,3,False,False
2067,2020-08-14,4,True,False
2068,2020-08-17,0,False,False
2069,2020-08-18,1,False,False
2070,2020-08-19,2,False,False
2071,2020-08-20,3,False,False
2072,2020-08-21,4,True,False
2073,2020-08-24,0,False,False
2074,2020-08-25,1,False,False
2075,2020-08-26,2,False,False
2076,2020-08-27,3,False,False
2077,2020-08-28,4,True,False
2078,2020-08-31,0,False,True
2079,2020-09-01,1,False,False
2080,2020-09-02,2,False,False
2081,2020-09-03,3,False,False
2082,2020-09-04,4,True,False
2083,2020-09-08,1,False,False
2084,2020-09-09,2,False,False
2085,2020-09-10,3,False,False
2086,2020-09-11,4,True,False
2087,2020-09-14,0,False,False
2088,2020-09-15,1,False,False
2089,2020-09-16,2,False,False
2090,2020-09-17,3,False,False
2091,2020-09-18,4,True,False
2092,2020-09-21,0,False,False
2093,2020-09-22,1,False,False
2094,2020-09-23,2,False,False
2095,2020-09-24,3,False,False
2096,2020-09-25,4,True,False
2097,2020-09-28,0,False,False
2098,2020-09-29,1,False,False
2099,2020-09-30,2,False,True
2100,2020-10-01,3,False,False
2101,2020-10-02,4,True,False
2102,2020-10-05,0,False,False
2103,2020-10-06,1,False,False
2104,2020-10-07,2,False,False
2105,2020-10-08,3,False,False
2106,2020-10-09,4,True,False
2107,2020-10-12,0,False,False
2108,2020-10-13,1,False,False
2109,2020-10-14,2,False,False
2110,2020-10-15,3,False,False
2111,2020-10-16,4,True,False
2112,2020-10-19,0,False,False
2113,2020-10-20,1,False,False
2114,2020-10-21,2,False,False
2115,2020-10-22,3,False,False
2116,2020-10-23,4,True,False
2117,2020-10-26,0,False,False
2118,2020-10-27,1,False,False
2119,2020-10-28,2,False,False
2120,2020-10-29,3,False,False
2121,2020-10-30,4,True,True
2122,2020-11-02,0,False,False
2123,2020-11-03,1,False,False
2124,2020-11-04,2,False,False
2125,2020-11-05,3,False,False
2126,2020-11-06,4,True,False
2127,2020-11-09,0,False,False
2128,2020-11-10,1,False,False
2129,2020-11-11,2,False,False
2130,2020-11-12,3,False,False
2131,2020-11-13,4,True,False
2132,2020-11-16,0,False,False
2133,2020-11-17,1,False,False
2134,2020-11-18,2,False,False
2135,2020-11-19,3,False,False
2136,2020-11-20,4,True,False
2137,2020-11-23,0,False,False
2138,2020-11-24,1,False,False
2139,2020-11-25,2,False,False
2140,2020-11-27,4,True,False
2141,2020-11-30,0,False,True
2142,2020-12-01,1,False,False
2143,2020-12-02,2,False,False
2144,2020-12-03,3,False,False
2145,2020-12-04,4,True,False
2146,2020-12-07,0,False,False
2147,2020-12-08,1,False,False
2148,2020-12-09,2,False,False
2149,2020-12-10,3,False,False
2150,2020-12-11,4,True,False
2151,2020-12-14,0,False,False
2152,2020-12-15,1,False,False
2153,2020-12-16,2,False,False
2154,2020-12-17,3,False,False
2155,2020-12-18,4,True,False
2156,2020-12-21,0,False,False
2157,2020-12-22,1,False,False
2158,2020-12-23,2,False,False
2159,2020-12-24,3,False,False
2160,2020-12-28,0,False,False
2161,2020-12-29,1,False,False
2162,2020-12-30,2,False,False
2163,2020-12-31,3,False,True
2164,2021-01-04,0,False,False
2165,2021-01-05,1,False,False
2166,2021-01-06,2,False,False
2167,2021-01-07,3,False,False
2168,2021-01-08,4,True,False
2169,2021-01-11,0,False,False
2170,2021-01-12,1,False,False
2171,2021-01-13,2,False,False
2172,2021-01-14,3,False,False
2173,2021-01-15,4,True,False
2174,2021-01-19,1,False,False
2175,2021-01-20,2,False,False
2176,2021-01-21,3,False,False
2177,2021-01-22,4,True,False
2178,2021-01-25,0,False,False
2179,2021-01-26,1,False,False
2180,2021-01-27,2,False,False
2181,2021-01-28,3,False,False
2182,2021-01-29,4,True,True
2183,2021-02-01,0,False,False
2184,2021-02-02,1,False,False
2185,2021-02-03,2,False,False
2186,2021-02-04,3,False,False
2187,2021-02-05,4,True,False
2188,2021-02-08,0,False,False
2189,2021-02-09,1,False,False
2190,2021-02-10,2,False,False
2191,2021-02-11,3,False,False
2192,2021-02-12,4,True,False
2193,2021-02-16,1,False,False
2194,2021-02-17,2,False,False
2195,2021-02-18,3,False,False
2196,2021-02-19,4,True,False
2197,2021-02-22,0,False,False
2198,2021-02-23,1,False,False
2199,2021-02-24,2,False,False
2200,2021-02-25,3,False,False
2201,2021-02-26,4,True,True
2202,2021-03-01,0,False,False
2203,2021-03-02,1,False,False
2204,2021-03-03,2,False,False
2205,2021-03-04,3,False,False
2206,2021-03-05,4,True,False
2207,2021-03-08,0,False,False
2208,2021-03-09,1,False,False
2209,2021-03-10,2,False,False
2210,2021-03-11,3,False,False
2211,2021-03-12,4,True,False
2212,2021-03-15,0,False,False
2213,2021-03-16,1,False,False
2214,2021-03-17,2,False,False
2215,2021-03-18,3,False,False
2216,2021-03-19,4,True,False
2217,2021-03-22,0,False,False
2218,2021-03-23,1,False,False
2219,2021-03-24,2,False,False
2220,2021-03-25,3,False,False
2221,2021-03-26,4,True,False
2222,2021-03-29,0,False,False
2223,2021-03-30,1,False,False
2224,2021-03-31,2,False,True
2225,2021-04-01,3,False,False
2226,2021-04-05,0,False,False
2227,2021-04-06,1,False,False
2228,2021-04-07,2,False,False
2229,2021-04-08,3,False,False
2230,2021-04-09,4,True,False
2231,2021-04-12,0,False,False
2232,2021-04-13,1,False,False
2233,2021-04-14,2,False,False
2234,2021-04-15,3,False,False
2235,2021-04-16,4,True,False
2236,2021-04-19,0,False,False
2237,2021-04-20,1,False,False
2238,2021-04-21,2,False,False
2239,2021-04-22,3,False,False
2240,2021-04-23,4,True,False
2241,2021-04-26,0,False,False
2242,2021-04-27,1,False,False
2243,2021-04-28,2,False,False
2244,2021-04-29,3,False,False
2245,2021-04-30,4,True,True
2246,2021-05-03,0,False,False
2247,2021-05-04,1,False,False
2248,2021-05-05,2,False,False
2249,2021-05-06,3,False,False
2250,2021-05-07,4,True,False
2251,2021-05-10,0,False,False
2252,2021-05-11,1,False,False
2253,2021-05-12,2,False,False
2254,2021-05-13,3,False,False
2255,2021-05-14,4,True,False
2256,2021-05-17,0,False,False
2257,2021-05-18,1,False,False
2258,2021-05-19,2,False,False
2259,2021-05-20,3,False,False
2260,2021-05-21,4,True,False
2261,2021-05-24,0,False,False
2262,2021-05-25,1,False,False
2263,2021-05-26,2,False,False
2264,2021-05-27,3,False,False
2265,2021-05-28,4,True,True
2266,2021-06-01,1,False,False
2267,2021-06-02,2,False,False
2268,2021-06-03,3,False,False
2269,2021-06-04,4,True,False
2270,2021-06-07,0,False,False
2271,2021-06-08,1,False,False
2272,2021-06-09,2,False,False
2273,2021-06-10,3,False,False
2274,2021-06-11,4,True,False
2275,2021-06-14,0,False,False
2276,2021-06-15,1,False,False
2277,2021-06-16,2,False,False
2278,2021-06-17,3,False,False
2279,2021-06-18,4,True,False
2280,2021-06-21,0,False,False
2281,2021-06-22,1,False,False
2282,2021-06-23,2,False,False
2283,2021-06-24,3,False,False
2284,2021-06-25,4,True,False
2285,2021-06-28,0,False,False
2286,2021-06-29,1,False,False
2287,2021-06-30,2,False,True
2288,2021-07-01,3,False,False
2289,2021-07-02,4,True,False
2290,2021-07-06,1,False,False
2291,2021-07-07,2,False,False
2292,2021-07-08,3,False,False
2293,2021-07-09,4,True,False
2294,2021-07-12,0,False,False
2295,2021-07-13,1,False,False
2296,2021-07-14,2,False,False
2297,2021-07-15,3,False,False
2298,2021-07-16,4,True,False
2299,2021-07-19,0,False,False
2300,2021-07-20,1,False,False
2301,2021-07-21,2,False,False
2302,2021-07-22,3,False,False
2303,2021-07-23,4,True,False
2304,2021-07-26,0,False,False
2305,2021-07-27,1,False,False
2306,2021-07-28,2,False,False
2307,2021-07-29,3,False,False
2308,2021-07-30,4,True,True
2309,2021-08-02,0,False,False
2310,2021-08-03,1,False,False
2311,2021-08-04,2,False,False
2312,2021-08-05,3,False,False
2313,2021-08-06,4,True,False
2314,2021-08-09,0,False,False
2315,2021-08-10,1,False,False
2316,2021-08-11,2,False,False
2317,2021-08-12,3,False,False
2318,2021-08-13,4,True,False
2319,2021-08-16,0,False,False
2320,2021-08-17,1,False,False
2321,2021-08-18,2,False,False
2322,2021-08-19,3,False,False
2323,2021-08-20,4,True,False
2324,2021-08-23,0,False,False
2325,2021-08-24,1,False,False
2326,2021-08-25,2,False,False
2327,2021-08-26,3,False,False
2328,2021-08-27,4,True,False
2329,2021-08-30,0,False,False
2330,2021-08-31,1,False,True
2331,2021-09-01,2,False,False
2332,2021-09-02,3,False,False
2333,2021-09-03,4,True,False
2334,2021-09-07,1,False,False
2335,2021-09-08,2,False,False
2336,2021-09-09,3,False,False
2337,2021-09-10,4,True,False
2338,2021-09-13,0,False,False
2339,2021-09-14,1,False,False
2340,2021-09-15,2,False,False
2341,2021-09-16,3,False,False
2342,2021-09-17,4,True,False
2343,2021-09-20,0,False,False
2344,2021-09-21,1,False,False
2345,2021-09-22,2,False,False
2346,2021-09-23,3,False,False
2347,2021-09-24,4,True,False
2348,2021-09-27,0,False,False
2349,2021-09-28,1,False,False
2350,2021-09-29,2,False,False
2351,2021-09-30,3,False,True
2352,2021-10-01,4,True,False
2353,2021-10-04,0,False,False
2354,2021-10-05,1,False,False
2355,2021-10-06,2,False,False
2356,2021-10-07,3,False,False
2357,2021-10-08,4,True,False
2358,2021-10-11,0,False,False
2359,2021-10-12,1,False,False
2360,2021-10-13,2,False,False
2361,2021-10-14,3,False,False
2362,2021-10-15,4,True,False
2363,2021-10-18,0,False,False
2364,2021-10-19,1,False,False
2365,2021-10-20,2,False,False
2366,2021-10-21,3,False,False
2367,2021-10-22,4,True,False
2368,2021-10-25,0,False,False
2369,2021-10-26,1,False,False
2370,2021-10-27,2,False,False
2371,2021-10-28,3,False,False
2372,2021-10-29,4,True,True
2373,2021-11-01,0,False,False
2374,2021-11-02,1,False,False
2375,2021-11-03,2,False,False
2376,2021-11-04,3,False,False
2377,2021-11-05,4,True,False
2378,2021-11-08,0,False,False
2379,2021-11-09,1,False,False
2380,2021-11-10,2,False,False
2381,2021-11-11,3,False,False
2382,2021-11-12,4,True,False
2383,2021-11-15,0,False,False
2384,2021-11-16,1,False,False
2385,2021-11-17,2,False,False
2386,2021-11-18,3,False,False
2387,2021-11-19,4,True,False
2388,2021-11-22,0,False,False
2389,2021-11-23,1,False,False
2390,2021-11-24,2,False,False
2391,2021-11-26,4,True,False
2392,2021-11-29,0,False,False
2393,2021-11-30,1,False,True
2394,2021-12-01,2,False,False
2395,2021-12-02,3,False,False
2396,2021-12-03,4,True,False
2397,2021-12-06,0,False,False
2398,2021-12-07,1,False,False
2399,2021-12-08,2,False,False
2400,2021-12-09,3,False,False
2401,2021-12-10,4,True,False
2402,2021-12-13,0,False,False
2403,2021-12-14,1,False,False
2404,2021-12-15,2,False,False
2405,2021-12-16,3,False,False
2406,2021-12-17,4,True,False
2407,2021-12-20,0,False,False
2408,2021-12-21,1,False,False
2409,2021-12-22,2,False,False
2410,2021-12-23,3,False,False
2411,2021-12-27,0,False,False
2412,2021-12-28,1,False,False
2413,2021-12-29,2,False,False
2414,2021-12-30,3,False,False
2415,2021-12-31,4,True,True
2416,2022-01-03,0,False,False
2417,2022-01-04,1,False,False
2418,2022-01-05,2,False,False
2419,2022-01-06,3,False,False
2420,2022-01-07,4,True,False
2421,2022-01-10,0,False,False
2422,2022-01-11,1,False,False
2423,2022-01-12,2,False,False
2424,2022-01-13,3,False,False
2425,2022-01-14,4,True,False
2426,2022-01-18,1,False,False
2427,2022-01-19,2,False,False
2428,2022-01-20,3,False,False
2429,2022-01-21,4,True,False
2430,2022-01-24,0,False,False
2431,2022-01-25,1,False,False
2432,2022-01-26,2,False,False
2433,2022-01-27,3,False,False
2434,2022-01-28,4,True,False
2435,2022-01-31,0,False,True
2436,2022-02-01,1,False,False
2437,2022-02-02,2,False,False
2438,2022-02-03,3,False,False
2439,2022-02-04,4,True,False
2440,2022-02-07,0,False,False
2441,2022-02-08,1,False,False
2442,2022-02-09,2,False,False
2443,2022-02-10,3,False,False
2444,2022-02-11,4,True,False
2445,2022-02-14,0,False,False
2446,2022-02-15,1,False,False
2447,2022-02-16,2,False,False
2448,2022-02-17,3,False,False
2449,2022-02-18,4,True,False
2450,2022-02-22,1,False,False
2451,2022-02-23,2,False,False
2452,2022-02-24,3,False,False
2453,2022-02-25,4,True,False
2454,2022-02-28,0,False,True
2455,2022-03-01,1,False,False
2456,2022-03-02,2,False,False
2457,2022-03-03,3,False,False
2458,2022-03-04,4,True,False
2459,2022-03-07,0,False,False
2460,2022-03-08,1,False,False
2461,2022-03-09,2,False,False
2462,2022-03-10,3,False,False
2463,2022-03-11,4,True,False
2464,2022-03-14,0,False,False
2465,2022-03-15,1,False,False
2466,2022-03-16,2,False,False
2467,2022-03-17,3,False,False
2468,2022-03-18,4,True,False
2469,2022-03-21,0,False,False
2470,2022-03-22,1,False,False
2471,2022-03-23,2,False,False
2472,2022-03-24,3,False,False
2473,2022-03-25,4,True,False
2474,2022-03-28,0,False,False
2475,2022-03-29,1,False,False
2476,2022-03-30,2,False,False
2477,2022-03-31,3,False,True
2478,2022-04-01,4,True,False
2479,2022-04-04,0,False,False
2480,2022-04-05,1,False,False
2481,2022-04-06,2,False,False
2482,2022-04-07,3,False,False
2483,2022-04-08,4,True,False
2484,2022-04-11,0,False,False
2485,2022-04-12,1,False,False
2486,2022-04-13,2,False,False
2487,2022-04-14,3,False,False
2488,2022-04-18,0,False,False
2489,2022-04-19,1,False,False
2490,2022-04-20,2,False,False
2491,2022-04-21,3,False,False
2492,2022-04-22,4,True,False
2493,2022-04-25,0,False,False
2494,2022-04-26,1,False,False
2495,2022-04-27,2,False,False
2496,2022-04-28,3,False,False
2497,2022-04-29,4,True,True
2498,2022-05-02,0,False,False
2499,2022-05-03,1,False,False
2500,2022-05-04,2,False,False
2501,2022-05-05,3,False,False
2502,2022-05-06,4,True,False
2503,2022-05-09,0,False,False
2504,2022-05-10,1,False,False
2505,2022-05-11,2,False,False
2506,2022-05-12,3,False,False
2507,2022-05-13,4,True,False
2508,2022-05-16,0,False,False
2509,2022-05-17,1,False,False
2510,2022-05-18,2,False,False
2511,2022-05-19,3,False,False
2512,2022-05-20,4,True,False
2513,2022-05-23,0,False,False
2514,2022-05-24,1,False,False
2515,2022-05-25,2,False,False
2516,2022-05-26,3,False,False
2517,2022-05-27,4,True,False
2518,2022-05-31,1,False,True
2519,2022-06-01,2,False,False
2520,2022-06-02,3,False,False
2521,2022-06-03,4,True,False
2522,2022-06-06,0,False,False
2523,2022-06-07,1,False,False
2524,2022-06-08,2,False,False
2525,2022-06-09,3,False,False
2526,2022-06-10,4,True,False
2527,2022-06-13,0,False,False
2528,2022-06-14,1,False,False
2529,2022-06-15,2,False,False
2530,2022-06-16,3,False,False
2531,2022-06-17,4,True,False
2532,2022-06-21,1,False,False
2533,2022-06-22,2,False,False
2534,2022-06-23,3,False,False
2535,2022-06-24,4,True,False
2536,2022-06-27,0,False,False
2537,2022-06-28,1,False,False
2538,2022-06-29,2,False,False
2539,2022-06-30,3,False,True
2540,2022-07-01,4,True,False
2541,2022-07-05,1,False,False
2542,2022-07-06,2,False,False
2543,2022-07-07,3,False,False
2544,2022-07-08,4,True,False
2545,2022-07-11,0,False,False
2546,2022-07-12,1,False,False
2547,2022-07-13,2,False,False
2548,2022-07-14,3,False,False
2549,2022-07-15,4,True,False
2550,2022-07-18,0,False,False
2551,2022-07-19,1,False,False
2552,2022-07-20,2,False,False
2553,2022-07-21,3,False,False
2554,2022-07-22,4,True,False
2555,2022-07-25,0,False,False
2556,2022-07-26,1,False,False
2557,2022-07-27,2,False,False
2558,2022-07-28,3,False,False
2559,2022-07-29,4,True,True
2560,2022-08-01,0,False,False
2561,2022-08-02,1,False,False
2562,2022-08-03,2,False,False
2563,2022-08-04,3,False,False
2564,2022-08-05,4,True,False
2565,2022-08-08,0,False,False
2566,2022-08-09,1,False,False
2567,2022-08-10,2,False,False
2568,2022-08-11,3,False,False
2569,2022-08-12,4,True,False
2570,2022-08-15,0,False,False
2571,2022-08-16,1,False,False
2572,2022-08-17,2,False,False
2573,2022-08-18,3,False,False
2574,2022-08-19,4,True,False
2575,2022-08-22,0,False,False
2576,2022-08-23,1,False,False
2577,2022-08-24,2,False,False
2578,2022-08-25,3,False,False
2579,2022-08-26,4,True,False
2580,2022-08-29,0,False,False
2581,2022-08-30,1,False,False
2582,2022-08-31,2,False,True
2583,2022-09-01,3,False,False
2584,2022-09-02,4,True,False
2585,2022-09-06,1,False,False
2586,2022-09-07,2,False,False
2587,2022-09-08,3,False,False
2588,2022-09-09,4,True,False
2589,2022-09-12,0,False,False
2590,2022-09-13,1,False,False
2591,2022-09-14,2,False,False
2592,2022-09-15,3,False,False
2593,2022-09-16,4,True,False
2594,2022-09-19,0,False,False
2595,2022-09-20,1,False,False
2596,2022-09-21,2,False,False
2597,2022-09-22,3,False,False
2598,2022-09-23,4,True,False
2599,2022-09-26,0,False,False
2600,2022-09-27,1,False,False
2601,2022-09-28,2,False,False
2602,2022-09-29,3,False,False
2603,2022-09-30,4,True,True
2604,2022-10-03,0,False,False
2605,2022-10-04,1,False,False
2606,2022-10-05,2,False,False
2607,2022-10-06,3,False,False
2608,2022-10-07,4,True,False
2609,2022-10-10,0,False,False
2610,2022-10-11,1,False,False
2611,2022-10-12,2,False,False
2612,2022-10-13,3,False,False
2613,2022-10-14,4,True,False
2614,2022-10-17,0,False,False
2615,2022-10-18,1,False,False
2616,2022-10-19,2,False,False
2617,2022-10-20,3,False,False
2618,2022-10-21,4,True,False
2619,2022-10-24,0,False,False
2620,2022-10-25,1,False,False
2621,2022-10-26,2,False,False
2622,2022-10-27,3,False,False
2623,2022-10-28,4,True,False
2624,2022-10-31,0,False,True
2625,2022-11-01,1,False,False
2626,2022-11-02,2,False,False
2627,2022-11-03,3,False,False
2628,2022-11-04,4,True,False
2629,2022-11-07,0,False,False
2630,2022-11-08,1,False,False
2631,2022-11-09,2,False,False
2632,2022-11-10,3,False,False
2633,2022-11-11,4,True,False
2634,2022-11-14,0,False,False
2635,2022-11-15,1,False,False
2636,2022-11-16,2,False,False
2637,2022-11-17,3,False,False
2638,2022-11-18,4,True,False
2639,2022-11-21,0,False,False
2640,2022-11-22,1,False,False
2641,2022-11-23,2,False,False
2642,2022-11-25,4,True,False
2643,2022-11-28,0,False,False
2644,2022-11-29,1,False,False
2645,2022-11-30,2,False,True
2646,2022-12-01,3,False,False
2647,2022-12-02,4,True,False
2648,2022-12-05,0,False,False
2649,2022-12-06,1,False,False
2650,2022-12-07,2,False,False
2651,2022-12-08,3,False,False
2652,2022-12-09,4,True,False
2653,2022-12-12,0,False,False
2654,2022-12-13,1,False,False
2655,2022-12-14,2,False,False
2656,2022-12-15,3,False,False
2657,2022-12-16,4,True,False
2658,2022-12-19,0,False,False
2659,2022-12-20,1,False,False
2660,2022-12-21,2,False,False
2661,2022-12-22,3,False,False
2662,2022-12-23,4,True,False
2663,2022-12-27,1,False,False
2664,2022-12-28,2,False,False
2665,2022-12-29,3,False,False
2666,2022-12-30,4,True,True
2667,2023-01-03,1,False,False
2668,2023-01-04,2,False,False
2669,2023-01-05,3,False,False
2670,2023-01-06,4,True,False
2671,2023-01-09,0,False,False
2672,2023-01-10,1,False,False
2673,2023-01-11,2,False,False
2674,2023-01-12,3,False,False
2675,2023-01-13,4,True,False
