,port_return,bench_return
2020-06-01,0.00997850206661055,
2020-06-02,0.0073118050941169965,
2020-06-03,0.014266527349817926,
2020-06-04,-0.009751382746327364,
2020-06-05,0.019426547600607247,
2020-06-08,0.019617718935771356,
2020-06-09,-0.013700101904973727,
2020-06-10,-0.008166054472633633,
2020-06-11,-0.04695731173778084,
2020-06-12,0.004768126674037587,
2020-06-15,0.00867313236020495,
2020-06-16,0.014028811802643038,
2020-06-17,-0.0033530563734758267,
2020-06-18,-0.0010635694871495849,
2020-06-19,-0.01531627789489487,
2020-06-22,0.008060426499127749,
2020-06-23,-0.0006135794177691833,
2020-06-24,-0.01721688478493355,
2020-06-25,-0.002214623404314775,
2020-06-26,-0.018306348577959985,
2020-06-29,0.018881021566616862,
2020-07-01,0.006858401085909849,0.007004804308198498
2020-07-02,0.011291185853700814,0.005507172773973501
2020-07-06,0.008751698273943953,0.015437071280894443
2020-07-07,-0.0037341787945965876,-0.01031376908136572
2020-07-08,-0.0033480226938265023,0.007648731874619008
2020-07-09,-0.009449806034358077,-0.005693080088917113
2020-07-10,0.009481481979497275,0.01021054751986994
2020-07-13,-0.0005094902005452484,-0.008658746574924714
2020-07-14,0.020411480659397796,0.01295881206999816
2020-07-15,0.013856773948655032,0.009187132827852773
2020-07-16,0.0017361903183594762,-0.003293193980124842
2020-07-17,0.011586284699411253,0.0028988366875961624
2020-07-20,-0.004432366624969819,0.008081734029445009
2020-07-21,0.00403080476679496,0.0021275145504715542
2020-07-22,0.009658580017932294,0.005692155232803531
2020-07-23,-0.003734315642319297,-0.011931966305643638
2020-07-24,-0.007734199988753687,-0.006440248797353054
2020-07-27,0.008547938262760235,0.007292342886325409
2020-07-28,-0.008769359613144623,-0.006342367804192506
2020-07-29,0.008750304325965796,0.012298747099492191
2020-07-30,-0.01012258088597462,-0.0035678524451516758
2020-08-03,-0.00030409588942548194,0.006952171189714695
2020-08-04,0.01636765386686534,0.003862652557266033
2020-08-05,0.010598546430955702,0.006210931123134866
2020-08-06,-0.0024516302918250465,0.006684502221750543
2020-08-07,0.002619711444665551,0.0007179069843330499
2020-08-10,0.016384027338031792,0.002988974733181271
2020-08-11,-0.004228843435496343,-0.008254616047606023
2020-08-12,0.008500386835541551,0.013942163870626079
2020-08-13,-0.007648413714382296,-0.001807729689269011
2020-08-14,0.004208817264996778,2.9651428570920402e-05
2020-08-17,-0.00033261800812678377,0.003176763638756963
2020-08-18,-0.005737559357155586,0.0021603655612258965
2020-08-19,-0.006590346371565192,-0.004163482556335252
