,SOFR30DAYAVG,SOFR,EFFR,AAA,DBAA,T10YIE,T5YIE,MORTGAGE30US,DGS30,DGS1,BAMLH0A0HYM2EY,SOFRVOL,RECPROUSM156N,SAHMREALTIME,ab_bond_spread,junk_bond_spread,int_spread
2010-12-15,,,0.010000000000000009,0.0,0.02999999999999936,0.08999999999999986,0.08000000000000007,0.0,0.04999999999999982,0.0,0.03000000000000025,,0.06,0.1,1.25,2.670000000000001,4.29
2010-12-16,,,0.0,0.0,-0.02999999999999936,0.009999999999999787,0.010000000000000009,0.21999999999999975,-0.019999999999999574,0.010000000000000009,0.009999999999999787,,0.06,0.1,1.2200000000000006,2.6800000000000006,4.260000000000001
2010-12-17,,,0.0,0.0,-0.1800000000000006,-0.040000000000000036,-0.030000000000000027,0.0,-0.16000000000000014,-0.010000000000000009,-0.020000000000000462,,0.06,0.1,1.04,2.66,4.11
2010-12-20,,,0.009999999999999981,0.0,0.05000000000000071,0.010000000000000231,0.0,0.0,0.03000000000000025,0.0,-0.009999999999999787,,0.06,0.1,1.0900000000000007,2.6500000000000004,4.140000000000001
2010-12-21,,,-0.009999999999999981,0.0,-0.040000000000000036,0.0,0.020000000000000018,0.0,0.0,0.0,-0.03000000000000025,,0.06,0.1,1.0500000000000007,2.62,4.140000000000001
2010-12-22,,,-0.010000000000000009,0.0,0.019999999999999574,0.040000000000000036,0.040000000000000036,0.0,0.009999999999999787,0.0,-0.019999999999999574,,0.06,0.1,1.0700000000000003,2.6000000000000005,4.15
2010-12-23,,,0.0,0.0,0.020000000000000462,0.0,0.020000000000000018,-0.020000000000000462,0.019999999999999574,0.0,-0.020000000000000462,,0.06,0.1,1.0900000000000007,2.58,4.17
2010-12-24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,0.1,1.0900000000000007,2.58,4.17
2010-12-27,,,0.0,0.0,-0.05000000000000071,-0.03000000000000025,0.0,0.0,-0.04999999999999982,0.020000000000000018,-0.009999999999999787,,0.06,0.1,1.04,2.5700000000000003,4.1
2010-12-28,,,-0.010000000000000009,0.0,0.1200000000000001,0.03000000000000025,0.010000000000000009,0.0,0.11000000000000032,-0.010000000000000009,-0.009999999999999787,,0.06,0.1,1.1600000000000001,2.5600000000000005,4.220000000000001
2010-12-29,,,0.0,0.0,-0.1299999999999999,-0.040000000000000036,-0.030000000000000027,0.0,-0.1200000000000001,-0.010000000000000009,-0.03000000000000025,,0.06,0.1,1.0300000000000002,2.5300000000000002,4.11
2010-12-30,,,0.010000000000000009,0.0,0.020000000000000462,0.009999999999999787,0.010000000000000009,0.05000000000000071,0.019999999999999574,-0.010000000000000009,-0.04999999999999982,,0.06,0.1,1.0500000000000007,2.4800000000000004,4.14
2010-12-31,,,-0.06,0.0,-0.08999999999999986,0.0,0.010000000000000009,0.0,-0.08999999999999986,0.0,0.09999999999999964,,0.06,0.1,0.9600000000000009,2.58,4.05
2011-01-01,,,0.0,0.020000000000000462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,-0.13,0.9400000000000004,2.5599999999999996,4.05
2011-01-03,,,0.06,0.0,0.05999999999999961,0.010000000000000231,-0.010000000000000009,0.0,0.04999999999999982,0.0,-0.08000000000000007,,0.06,-0.13,1.0,2.4799999999999995,4.1
