,EFFR,FEDFUNDS,CSUSHPINSA,T10YIEM,T5YIEM,PSAVERT,CIVPART,TB3MS,REAINTRATREARAT10Y,MORTGAGE30US,IPUTIL,GASREGW,T10Y3MM,UNRATE,H8B1058NCBCMG,RECPROUSM156N,SAHMREALTIME,CSUSHPINSA,INDPRO,HOUST,TOTALSA,MSACSR,DSPIC96,RSXFS,PMSAVE
2004-08-31,0.26,0.16999999999999993,1.4769999999999754,-0.06000000000000005,-0.04999999999999982,0.0,-0.09999999999999432,0.1499999999999999,-0.07799592999999994,-0.2599999999999998,-0.023814508475728968,-0.020472440944881876,2.78,5.4,4.0,0.08,-0.07,0.009695609077243095,0.0008733195013206352,0.01098901098901095,-0.008781558726674077,-0.04444444444444451,0.0033214175134403945,0.0020288281516436246,-0.005736981465136681
2004-09-30,0.3899999999999999,0.18000000000000016,1.2940000000000111,-0.08999999999999986,-0.0900000000000003,-0.5999999999999996,-0.20000000000000284,0.16999999999999993,-0.3711110499999999,-0.10000000000000053,0.041845386099293114,0.027331189710610992,2.45,5.4,8.2,0.06,-0.07,0.008412758266477693,0.0011641219743507847,-0.058794466403162104,0.041848808066678345,-0.04651162790697683,0.0007387665404217092,0.018052309327257987,-0.10719041278295605
2004-10-29,-0.1499999999999999,0.1499999999999999,1.1899999999999977,0.040000000000000036,0.1200000000000001,-0.10000000000000053,0.10000000000000853,0.1100000000000001,0.20241465999999986,-0.08000000000000007,0.002330174188357681,0.05998956703182046,2.31,5.5,7.1,0.02,0.0,0.007672073651907141,0.008803970053913979,0.08766404199475075,-0.020195804195804246,-0.04878048780487798,0.0005606743042967377,0.006740829435864848,-0.03579418344519025
2004-11-30,0.22999999999999998,0.16999999999999993,1.1980000000000075,0.13999999999999968,0.25,-0.5,0.09999999999999432,0.30999999999999983,-0.0794175399999999,0.08000000000000007,0.003077436303740466,-0.042814960629921295,2.08,5.4,13.9,0.08,0.0,0.007664845359505623,0.0024628015451462204,-0.13996138996138996,-0.008678771268699426,0.10256410256410264,-0.0028111399592805064,0.003598597157040473,-0.10930652229956173
2004-12-31,-0.050000000000000044,0.2300000000000002,1.1739999999999782,0.050000000000000266,0.050000000000000266,2.8,-0.09999999999999432,0.1200000000000001,0.30184785999999986,0.08999999999999986,0.018307156991536067,-0.07917737789203094,2.01,5.4,6.9,0.06,0.0,0.007454157565906394,0.007833333333333359,0.14590347923681257,0.042621817762930725,-0.04651162790697683,0.03705056521779859,0.012107624832448094,0.8054992764109985
2005-01-31,0.53,0.11999999999999966,1.460000000000008,-0.06000000000000005,-0.10000000000000009,-3.3999999999999995,-0.10000000000000853,0.14000000000000012,-0.13026071999999989,-0.14999999999999947,-0.01603785235255517,0.06700167504187604,1.85,5.3,9.2,0.02,-0.1,0.009201487363710958,0.003563855285495743,0.049951028403526054,-0.06700917025743014,0.07317073170731736,-0.03635903873420698,-0.010231416152093442,-0.5251683231805065
2005-02-28,0.020000000000000018,0.2200000000000002,1.7940000000000111,0.040000000000000036,0.10999999999999988,-0.30000000000000027,0.10000000000000853,0.20999999999999996,0.03388321999999988,0.03000000000000025,-0.011973948571351478,0.008895866038723055,1.59,5.4,5.8,0.0,0.0,0.01120339723974273,0.0070763252335395155,0.029384328358208922,-0.00017763041032625715,-0.022727272727272818,0.0006372829255036905,0.013013320031277864,-0.11006076975016865
2005-03-31,0.43999999999999995,0.1299999999999999,2.651999999999987,0.16999999999999993,0.18999999999999995,0.20000000000000018,0.0,0.20000000000000018,0.1661819900000001,0.34999999999999964,0.029823137707351455,0.11670124481327804,1.7,5.2,4.1,0.16,-0.07,0.016378053901830336,-0.0012893324054281674,-0.15541458994109647,0.03120928579888682,-0.04651162790697683,0.003774433132592181,0.002498694091303877,0.08383915022761745
2005-04-29,0.010000000000000231,0.16000000000000014,2.4230000000000302,-0.08000000000000007,-0.10999999999999988,-0.3999999999999999,0.19999999999998863,0.03999999999999959,0.04118573000000003,-0.2599999999999998,-0.018635883122297803,0.038550859266140325,1.5,5.2,7.6,0.0,0.0,0.014722681314408126,0.001979528625394078,0.1056866952789699,0.019697926836271806,0.04878048780487809,0.003219064325302723,0.008137852297317005,-0.11795589779488969
2005-05-31,0.11999999999999966,0.20999999999999996,2.5449999999999875,-0.13999999999999968,-0.20000000000000018,0.5,0.0,0.06000000000000005,-0.23066116000000014,-0.1299999999999999,-0.001184199045161649,-0.06216457960644017,1.24,5.1,5.8,0.08,-0.1,0.015239612213246767,0.0010618040319576583,-0.017467248908296984,-0.019261094841180326,-0.023255813953488302,0.004455026553446428,-0.006531472214906464,0.19841269841269837
2005-06-30,0.26000000000000023,0.040000000000000036,2.470999999999975,-0.16000000000000014,-0.18999999999999995,-0.6000000000000001,0.0,0.13000000000000034,-0.12297756999999998,-0.1200000000000001,0.03243872304313111,0.05627086313781593,0.96,5.0,13.5,0.04,-0.07,0.014574387769546338,0.004323347523947918,0.021234567901234458,0.06132996439646243,0.023809523809523725,0.002277819959628946,0.030529266740893846,-0.1956953642384106
2005-07-29,-0.040000000000000036,0.21999999999999975,2.0829999999999984,-0.03000000000000025,-0.06999999999999984,-0.5,0.0,0.25,0.15313297000000015,0.23999999999999932,0.0006134617069950554,0.03340857787810392,0.89,5.0,7.7,0.62,-0.07,0.012109409063163046,-0.003196128001580978,-0.0067698259187620735,0.14354507087977497,-0.023255813953488302,0.001348804552677274,0.008138551524330406,-0.2037875668999588
2005-08-31,0.31999999999999984,0.2400000000000002,1.825000000000017,0.07000000000000028,0.10000000000000009,0.5,0.10000000000000853,0.21999999999999975,0.18819569000000014,0.0,-0.003250662414329142,0.1402359108781126,0.74,4.9,13.6,2.28,-0.07,0.010482601753035725,0.0033251306559491933,0.019961051606621316,-0.1758694109297375,0.0714285714285714,0.0016237660300766343,-0.011080632814493452,0.28593588417786964
2005-09-30,0.30000000000000027,0.1200000000000001,1.6879999999999882,0.1299999999999999,0.19999999999999973,0.10000000000000009,-0.10000000000000853,-0.020000000000000018,-0.2725266000000002,0.14000000000000057,0.012661257823649352,0.07394636015325684,0.71,5.0,8.5,11.46,0.03,0.009595106950199828,-0.01942562960386085,0.02673031026252981,-0.028189229532667337,0.04444444444444451,-0.00376729362783923,0.0020222805648193454,0.014073180538801688
2005-10-31,0.08999999999999941,0.1599999999999997,1.1399999999999864,0.020000000000000018,0.020000000000000018,0.19999999999999973,0.0,0.29000000000000004,0.23135466999999998,0.2400000000000002,-0.019336892592877075,-0.11523367820192654,0.67,5.0,8.1,0.14,0.03,0.006418521375365138,0.012232229731644395,-0.03998140399814043,-0.09399184734447918,-0.042553191489361764,0.005038971125308489,-0.0006244507890933448,0.08842188739095969
