,port_return,bench_return
2020-08-19,-0.006928005231409906,323.5561828613281
2020-08-20,-0.0005852068201757099,324.5635070800781
2020-08-21,0.002756470781342557,325.7148742675781
2020-08-24,0.011787096814311226,329.01544189453125
2020-08-25,0.000922873795875967,330.166748046875
2020-08-26,0.0038418804531505923,333.4768371582031
2020-08-27,0.0020881846480371724,334.2059936523437
2020-08-28,0.007351022703043331,336.36474609375
2020-08-31,-0.004373560994239578,335.1462707519531
2020-09-01,0.00471832359446811,338.3028564453125
2020-09-02,0.01596097972931232,343.19610595703125
2020-09-03,-0.022795407563294123,331.38525390625
2020-09-04,0.0022431624755465673,328.6795959472656
2020-09-08,-0.021497681113280986,319.6991577148437
2020-09-09,0.01387158976862124,326.01226806640625
2020-09-10,-0.01399938008550472,320.3515319824219
2020-09-11,0.008791567989909765,320.5146179199219
2020-09-14,0.014298744981654288,324.7362365722656
2020-09-15,-0.0043416820877956175,326.3768615722656
2020-09-16,0.00873928069977259,325.08160400390625
2020-09-17,-0.00431943350696673,322.22247314453125
2020-09-18,-0.006517628863891511,318.5127868652344
2020-09-21,-0.026990434712757305,314.9678955078125
2020-09-22,0.0013330399675215432,318.1756286621094
2020-09-23,-0.019578665189943334,310.7968139648437
2020-09-24,0.0009213633227440621,311.625244140625
2020-09-25,0.01358057788760747,316.66326904296875
2020-09-28,0.019014154670255135,321.9228820800781
2020-09-29,-0.009122865304933336,320.169677734375
2020-09-30,0.006530941336926999,322.5971984863281
2020-10-01,0.011707825465669286,324.66827392578125
2020-10-02,0.004307755499004973,321.585693359375
2020-10-05,0.008213293264914157,327.28839111328125
2020-10-06,-0.008074964062142698,322.6356811523437
2020-10-07,0.008994764843673009,328.251708984375
2020-10-08,0.010908925520939583,331.160888671875
2020-10-09,0.0027573934835949387,334.1181335449219
2020-10-12,0.009587283522600076,339.49334716796875
2020-10-13,-0.00760869055478941,337.2777709960937
2020-10-14,-0.007992800636461572,335.158447265625
2020-10-15,0.002256460607316102,334.7442932128906
2020-10-16,-0.003143184238851515,334.5419921875
2020-10-19,-0.0141922624309746,329.4558410644531
2020-10-20,0.0037839315997214573,330.7755126953125
2020-10-21,-0.002537226561312167,330.1493835449219
2020-10-22,0.001310291662132812,331.9603576660156
2020-10-23,0.0044853578834103125,333.08740234375
2020-10-26,-0.014301833879121761,326.9320373535156
2020-10-27,-0.007584551563642683,325.804931640625
2020-10-28,-0.027479317278239823,314.6693115234375
2020-10-29,0.0075208933518973176,317.8674621582031
2020-10-30,-0.007388279513642737,314.5537109375
2020-11-02,0.02214700825902538,318.079345703125
2020-11-03,0.01672802552610042,323.6953125
2020-11-04,-0.003956693942269274,330.9296569824219
2020-11-05,0.007435148661305568,337.3836669921875
2020-11-06,-0.0028438884795120023,337.3066711425781
2020-11-09,0.0213792334062739,341.5451354980469
2020-11-10,0.013089821402761492,341.0442199707031
2020-11-11,0.005165825254352274,343.5776062011719
2020-11-12,-0.01275420393087734,340.24468994140625
2020-11-13,0.01763520840369992,344.9551696777344
2020-11-16,0.010182832230097416,349.2611083984375
2020-11-17,-0.008156934261603577,347.3827209472656
2020-11-18,-0.017715795971846693,343.2020263671875
2020-11-19,-0.002111216204938815,344.64697265625
2020-11-20,-0.0030158814624843266,342.286865234375
2020-11-23,0.0012578114153798392,344.3386535644531
2020-11-24,0.008132177525124407,349.88726806640625
2020-11-25,0.0006725076048998968,349.34783935546875
2020-11-27,-0.004786648452105413,350.3207397460937
2020-11-30,-0.010356938835023755,348.76983642578125
2020-12-01,0.008421423070090084,352.58447265625
2020-12-02,0.0014819817033187022,353.3262023925781
2020-12-03,-2.2698874002635705e-06,353.2298583984375
2020-12-04,0.006004181050164981,356.27392578125
2020-12-07,-0.0031388773116428625,355.54180908203125
2020-12-08,0.0022205703063342686,356.5821533203125
2020-12-09,-0.0030684132777439865,353.3840026855469
2020-12-10,-1.7632479936136036e-06,353.2684020996094
2020-12-11,-0.003936923163437078,352.85418701171875
2020-12-14,-0.003667126315322067,351.2744445800781
2020-12-15,0.01363895555910788,356.0234680175781
2020-12-16,0.000146521843315206,356.5821533203125
2020-12-17,0.007868456534549928,358.576171875
2020-12-18,-0.0038206432236796983,357.1444091796875
2020-12-21,-0.006574859406990097,355.8674011230469
2020-12-22,-0.0033058806964760823,355.26763916015625
2020-12-23,0.0033900010653360457,355.5868835449219
2020-12-24,0.0024091048030649986,356.9703063964844
2020-12-28,0.0047107132092241155,360.0369567871094
2020-12-29,-0.00021440386575188874,359.3500671386719
2020-12-30,0.00422280717206025,359.86279296875
2021-01-04,-0.018209330481541164,356.76708984375
2021-01-05,0.003727970955448745,359.22430419921875
2021-01-06,0.013801295487039011,361.3719177246094
2021-01-07,0.003532972081663921,366.7410278320313
2021-01-08,0.005502064077112623,368.8305969238281
2021-01-11,-0.008614747509791965,366.3443908691406
2021-01-12,-0.0055497897101770555,366.4217834472656
2021-01-13,0.00730160963163673,367.4085388183594
2021-01-14,-0.0029159992558279724,366.1218566894531
2021-01-15,0.002375574231675337,363.4518432617188
2021-01-19,0.006485797885448674,366.3056945800781
2021-01-20,0.014898964364425948,371.3748474121094
2021-01-21,-0.0028804571005603963,371.7134094238281
2021-01-22,0.00030996390573179156,370.3977966308594
2021-01-25,0.010955517816404026,371.8586120605469
2021-01-26,-0.002249216352375294,371.2781372070313
2021-01-27,-0.02955146803846076,362.2039184570313
2021-01-28,0.010773090439925248,365.3189086914063
2021-01-29,-0.012098952756772752,358.00537109375
2021-02-01,0.015559684789055561,363.964599609375
2021-02-02,0.008556311753402435,369.1111145019531
2021-02-03,-0.002240073704870116,369.4013366699219
2021-02-04,0.00816685842492415,373.599853515625
2021-02-05,0.0036160806887459707,375.0702819824219
2021-02-08,0.00043164696889164134,377.7790222167969
2021-02-09,0.0021864779615212715,377.5275268554688
2021-02-10,0.004051108738951648,377.363037109375
2021-02-11,-0.0011836467546194607,377.9724731445313
2021-02-12,-0.0010581998883597565,379.839599609375
2021-02-16,-0.008519503693634634,379.5106506347656
2021-02-17,-0.0012740827077843964,379.5977783203125
2021-02-18,5.40857066022582e-06,377.9822082519531
2021-02-19,-0.0034141853001082856,377.3146667480469
2021-02-22,-0.0079227276310464,374.4125061035156
2021-02-23,0.005098796600726985,374.8671569824219
2021-02-24,0.0005696164141226756,378.9979553222656
2021-02-25,-0.016792423535864187,369.8656921386719
2021-02-26,-0.01334207049117353,367.9599304199219
2021-03-01,0.022240349899991463,376.87933349609375
2021-03-02,-0.005567605593709057,373.9384460449219
2021-03-03,-0.006036099305407827,368.9853820800781
2021-03-04,-0.011432978127900784,364.4192810058594
2021-03-05,0.02004434334356331,371.1233520507813
2021-03-08,0.0012517246059924325,369.275634765625
2021-03-09,0.005332539364054867,374.5478820800781
2021-03-10,0.012051959256644817,376.87933349609375
2021-03-11,0.004620175358780232,380.7005920410156
2021-03-12,0.004951091946163055,381.2132873535156
2021-03-15,0.0025608836416808334,383.4866943359375
2021-03-16,-0.0026860294339847712,383.0029602050781
2021-03-17,0.001910285435853476,384.3089599609375
2021-03-18,-0.00880504496900436,378.7174682617188
2021-03-19,-0.0021894935677365668,378.01666259765625
2021-03-22,0.003307029329322697,381.03515625
2021-03-23,-0.005684666919314907,378.03607177734375
2021-03-24,-0.004253471843121193,376.1143493652344
2021-03-25,0.010198289405106253,378.2301940917969
2021-03-26,0.018211344829805798,384.3253479003906
2021-04-01,0.017689689206861203,388.8190307617188
2021-04-05,-0.005550614428541545,394.3998718261719
2021-04-06,0.0005174350332535216,394.1669006347656
2021-04-07,0.0008684399142024901,394.6230773925781
2021-04-08,-0.005759306150818988,396.4962768554688
2021-04-09,-0.002235768463121457,399.3788757324219
2021-04-12,-0.0001977835692947849,399.5244445800781
2021-04-13,0.0025783144176529937,400.7085571289063
2021-04-14,0.008063603315703993,399.3400573730469
2021-04-15,0.005650265570218416,403.62994384765625
2021-04-16,-0.0010400921168240984,404.9790344238281
2021-04-19,-0.00040344320933261013,402.9893798828125
2021-04-20,-0.006032775313160266,400.0388488769531
2021-04-21,0.008175041865646104,403.8240661621094
2021-04-22,-0.0077721189866152285,400.1358947753906
2021-04-23,0.006788484350044088,404.4743041992188
2021-04-26,0.0021225837765095346,405.3186950683594
2021-04-27,0.004639019352103979,405.23138427734375
2021-04-28,0.0114815288381791,405.1148986816406
2021-04-29,0.009446538903623347,407.6966552734375
2021-04-30,-0.008688942868920746,405.017822265625
2021-05-03,0.007896046772028154,405.8913879394531
2021-05-04,0.004754278887420416,403.3872680664063
2021-05-05,0.007987427315410134,403.5134887695313
2021-05-06,0.010541887697651964,406.7357482910156
2021-05-07,0.007987414068657106,409.6960144042969
2021-05-10,-0.005309679286479518,405.6390075683594
2021-05-11,-0.006816331757093397,402.0187683105469
2021-05-12,-0.019195942252306475,393.477783203125
2021-05-13,0.014696758414103783,398.2044677734375
2021-05-14,0.014909397616482911,404.3190307617188
2021-05-17,0.00348844147950067,403.2902526855469
2021-05-18,-0.01142894476424483,399.8155822753906
2021-05-19,-0.008845838015602014,398.7673645019531
2021-05-20,0.003353461666537605,403.0573120117188
2021-05-21,0.004359508096277054,402.7273254394531
2021-05-24,0.008079163282757928,406.832763671875
2021-05-25,-0.00781377137017436,405.9302368164063
2021-05-26,0.0018338826374197925,406.7357482910156
2021-05-27,0.007388770384879839,406.9493103027344
2021-05-28,0.0008167780370624822,407.6772155761719
2021-06-01,0.006414735911795866,407.318115234375
2021-06-02,0.004614955074151661,407.9586791992188
2021-06-03,-0.000435262970875816,406.444580078125
2021-06-04,0.004297008354405163,410.161865234375
2021-06-07,-0.0007916780088194075,409.7639465332031
2021-06-08,-0.001644297983584675,409.8512878417969
2021-06-09,-0.003754346887655191,409.2398376464844
2021-06-10,-0.002299472212738407,411.1421508789063
2021-06-11,0.0033511090111357777,411.8215026855469
2021-06-14,-0.0026556876764055604,412.74359130859375
2021-06-15,0.001862620930568104,411.9865417480469
2021-06-16,-0.006099263296602486,409.686279296875
2021-06-17,-0.013324164310663966,409.5504455566406
2021-06-18,-0.021068017962144192,404.0254211425781
2021-06-21,0.019991661651193704,409.8093872070313
2021-06-22,0.0027717630574342067,412.0003356933594
2021-06-23,-0.0005251886432088293,411.5037536621094
2021-06-24,0.008297971656419323,413.9380798339844
2021-06-25,0.008208207634713416,415.408447265625
2021-06-28,-0.004144118968267607,416.2458801269531
2021-07-01,0.007790545745948618,419.1281433105469
2021-07-02,0.0011775492320278413,422.3317565917969
2021-07-06,-0.005180731463619193,421.5625
2021-07-07,0.0038056485671584817,423.0522766113281
2021-07-08,-0.010291956264222413,419.6052551269531
2021-07-09,0.013636536982900571,424.08447265625
2021-07-12,0.005348968452023817,425.603515625
2021-07-13,-0.0080989948525928,424.1526489257813
2021-07-14,0.0022022305209150606,424.78564453125
2021-07-15,0.005515509091151616,423.334716796875
2021-07-16,-0.002409885362041564,420.0142517089844
2021-07-19,-0.01946608115250914,413.8115234375
2021-07-20,0.013503494291789542,419.7415771484375
2021-07-21,0.003258207710121308,423.1399536132813
2021-07-22,-0.0037134284505246917,424.0260620117188
2021-07-23,0.007804390122487348,428.3884582519531
2021-07-26,0.002977932818581941,429.4400634765625
2021-07-27,0.0061897478599832745,427.4828796386719
2021-07-28,-0.004066010080239768,427.30755615234375
2021-07-29,0.006314944087944863,429.0798034667969
2021-07-30,-0.006854494071203976,426.9959716796875
2021-08-02,0.0014226528150360629,426.1001281738281
2021-08-03,0.0043246612343736945,429.5666809082031
2021-08-04,-0.004451916329432648,427.4536437988281
2021-08-05,0.009666817925047644,430.1606750488281
2021-08-06,-0.0008450770086493309,430.8714599609375
2021-08-09,-0.0020526843226154057,430.52093505859375
2021-08-10,-0.0022879984130369513,431.0564880371094
2021-08-11,0.006811808851944212,432.1276245117188
2021-08-12,0.002038776357597527,433.4226379394531
2021-08-13,0.005788351510749079,434.2114562988281
2021-08-16,0.0025091241449268775,435.23382568359375
2021-08-17,-0.00037609713292885427,432.38079833984375
2021-08-18,-0.008297146419027235,427.64837646484375
2021-08-19,0.004122923019598712,428.3105163574219
2021-08-20,0.007977993911400194,431.7186279296875
2021-08-23,-0.00542030106467406,435.5162963867188
2021-08-24,-0.00482371794517511,436.2076110839844
2021-08-25,0.0010392706352491121,437.1229248046875
2021-08-26,-0.002723716596487513,434.5425415039063
2021-08-27,0.005257101810059561,438.427734375
2021-08-30,0.005159018018670913,440.3557434082031
2021-09-01,0.010700546894810259,439.9370422363281
2021-09-02,0.008711289181053905,441.29052734375
2021-09-03,-0.004062288536389902,441.1834106445313
2021-09-07,-0.010890729922616194,439.60589599609375
2021-09-08,0.007695533702240409,439.07037353515625
2021-09-09,-0.010010936792608005,437.1910705566406
2021-09-10,-0.011466934198860024,433.7440490722656
2021-09-13,0.004457396884073983,434.8540649414063
2021-09-14,-0.0047098451104961025,432.5073852539063
2021-09-15,0.00612738763847398,436.1199951171875
2021-09-16,-0.00420793268248254,435.4286193847656
2021-09-17,-0.011431573712364251,431.1870727539063
2021-09-20,-0.008040892964521928,423.9973449707031
2021-09-21,-0.0008765615537451588,423.5968627929688
2021-09-22,0.008181574938786795,427.72894287109375
2021-09-23,0.0018501130513817188,432.9259033203125
2021-09-24,-0.003903809815358872,433.6390075683594
2021-09-27,-0.0053646927640792486,432.39837646484375
2021-09-28,-0.008750680514888587,423.6847534179688
2021-09-29,0.008182253052284594,424.3979187011719
2021-09-30,-0.012338208222400393,419.2107543945313
2021-10-01,0.007974584207428359,424.1927185058594
2021-10-04,-0.005751983135478311,418.7223205566406
2021-10-05,0.007762692684368355,423.0791015625
2021-10-06,0.005339704104955434,424.8374328613281
2021-10-07,0.006820874858109116,428.5104675292969
2021-10-08,-0.0013353941438472017,427.72894287109375
2021-10-11,-0.0051530533365740094,424.63232421875
2021-10-12,-0.001150054206600526,423.5870361328125
2021-10-13,0.0020566986116188346,425.1109924316406
2021-10-14,0.014919758886470458,432.2616271972656
2021-10-15,0.0036979545283171156,435.55364990234375
2021-10-18,-0.0020054780050027254,436.8431091308594
2021-10-19,0.004817919327766207,440.2132873535156
2021-10-20,0.006841515515137342,441.9423828125
2021-10-21,0.001002706481931126,443.0950012207031
2021-10-22,0.004594635244513201,442.6358947753906
2021-10-25,0.0020628904172188545,445.0096740722656
2021-10-26,-0.0014262343066970828,445.4101867675781
2021-10-27,-0.009328043596333102,443.4369201660156
2021-10-28,0.009468389138352018,447.7156066894531
2021-10-29,0.0007357821163889167,448.6240539550781
2021-11-01,0.003296030958409135,449.3958129882813
2021-11-02,0.002271098376687819,451.2127380371094
2021-11-03,0.003130203490923744,453.967529296875
2021-11-04,-0.0017515598668824683,456.10687255859375
2021-11-05,0.008280589286403739,457.6893310546875
2021-11-08,-0.007824631855581576,458.080078125
2021-11-09,0.0014406299499756248,456.5659484863281
2021-11-10,5.96968258914643e-06,452.8929443359375
2021-11-11,-0.003290094286822698,453.03948974609375
2021-11-12,0.0031898474240825703,456.45849609375
2021-11-15,0.00771678626190786,456.6148071289063
2021-11-16,-0.00463143284483758,458.4219970703125
2021-11-17,-0.0017694668045127315,457.308349609375
2021-11-18,-0.005410669728966644,458.861572265625
2021-11-19,-0.0013162795561257878,458.04107666015625
2021-11-22,0.0022266248618048046,456.7515563964844
2021-11-23,0.0013244053547301071,457.357177734375
2021-11-24,-7.944389126635087e-05,458.5783081054688
2021-11-26,-0.016643153272093092,448.3505859375
2021-11-29,0.008979772359438032,453.8503112792969
2021-12-01,-0.013512758918075685,440.0765380859375
2021-12-02,0.01595060335512244,446.81683349609375
2021-12-03,-0.0038321897569791874,442.9289855957031
2021-12-06,0.01202871728353383,448.17474365234375
2021-12-07,0.014730018290172842,457.4451293945313
2021-12-08,0.0077920344978812395,458.6564636230469
2021-12-09,-0.008280065833492833,455.559814453125
2021-12-10,0.0015068923195760142,459.8482055664063
2021-12-13,0.0028702045799497977,455.7746887207031
2021-12-14,-0.006262509312012554,452.6389465332031
2021-12-15,0.015339287934495571,459.7114562988281
2021-12-16,-0.0008468482396505328,455.6575012207031
2021-12-17,-0.001431643017370754,450.8079528808594
2021-12-20,-0.008003741740196912,446.0143432617188
2021-12-21,0.012150962815002275,453.9350891113281
2021-12-22,0.008371312446994184,458.473876953125
2021-12-23,0.004976729476726005,461.3265380859375
2021-12-27,0.009910593907305643,467.8552856445313
2021-12-28,-0.0010053441744054536,467.4729614257813
2021-12-29,0.0017710856472543668,468.0709838867188
2021-12-30,0.003469968369042231,466.7769775390625
2022-01-03,-0.00866862353458897,468.2964477539063
2022-01-04,-5.520219609467247e-05,468.13958740234375
2022-01-05,-0.004151905609730222,459.1502990722656
2022-01-06,-0.010289395441675175,458.7189331054688
2022-01-07,0.0014893315343400548,456.9054565429688
2022-01-10,-0.0041127145914702234,456.33685302734375
2022-01-11,0.0024186018177565494,460.4932556152344
2022-01-12,0.003486728017447316,461.7382507324219
2022-01-13,-0.004703264061813872,455.3761596679688
2022-01-14,-0.0055172630094387776,455.56243896484375
2022-01-18,-0.013900111127826298,447.49456787109375
2022-01-19,-0.0006541996840121467,442.8479919433594
2022-01-20,-0.00617655094177938,437.9465026855469
2022-01-21,-0.011957412822878877,429.3493041992188
2022-01-24,-0.003547904747688624,431.1726684570313
2022-01-25,-0.011436157449607132,425.9085083007813
2022-01-26,-0.008147624730952319,424.8399963378906
2022-01-27,0.003581119675286848,422.74212646484375
2022-01-28,0.012719755981931424,433.2411193847656
2022-01-31,0.016214327307413123,441.0442199707031
2022-02-01,0.007882098093361822,444.02435302734375
2022-02-02,0.006805761380043407,448.337646484375
2022-02-03,-0.017809127491380194,437.7994689941406
2022-02-04,0.004159365850144647,439.8581237792969
2022-02-07,-0.0007760186330473262,438.4464721679688
2022-02-08,0.006192671313946407,442.053955078125
2022-02-09,0.016674189261343564,448.5238952636719
2022-02-10,-0.017941759935208412,440.46588134765625
2022-02-11,-0.01575380008595273,431.7804565429688
2022-02-14,-0.007545205304157476,430.3688049316406
2022-02-15,0.016389542214941377,437.309326171875
2022-02-16,0.00027159457824899036,437.7994689941406
2022-02-17,-0.021882971551079655,428.447509765625
2022-02-18,-0.00918455722538647,425.67327880859375
2022-02-22,-0.00832792076876554,421.1050720214844
2022-02-23,-0.013094128431647256,413.63519287109375
2022-02-24,0.017372378257463517,419.860107421875
2022-02-25,0.022857625234070644,429.1238403320313
2022-02-28,0.0003387192955355278,428.0259399414063
2022-03-01,-0.006295629745590947,421.5069885253906
2022-03-02,0.014136508240245593,429.2610778808594
2022-03-03,0.004800980950462774,427.1240539550781
2022-03-04,0.00044350986401631154,423.65380859375
2022-03-07,-0.022045812915409857,411.1648559570313
2022-03-08,-0.012921567051671357,408.0475463867188
2022-03-09,0.014648482833101939,418.9876098632813
2022-03-10,-0.0027338686053666184,417.09564208984375
2022-03-11,-0.010829602165180696,411.7922668457031
2022-03-14,-0.002916029266022302,408.7827453613281
2022-03-15,0.013798324295605013,417.7720642089844
2022-03-16,0.011086483957052584,427.0358276367188
2022-03-17,0.011929430845253775,432.3784484863281
2022-03-18,0.00402903628096829,437.11419677734375
2022-03-21,-0.002196337061226461,436.98638916015625
2022-03-22,0.006543541405323872,442.0997314453125
2022-03-23,-0.010088233951054737,436.4061584472656
2022-03-24,0.008396293435191993,442.9847106933594
2022-03-25,0.009004233759770663,445.1481018066406
2022-03-28,0.006722765485550175,448.3144226074219
2022-04-01,0.011056409589141225,445.3742370605469
2022-04-04,-0.0034435505445741255,449.1896057128906
2022-04-05,-0.004393732848407383,443.5157470703125
2022-04-06,0.010697521841614321,439.0808715820313
2022-04-07,0.010137573056363758,441.29339599609375
2022-04-08,0.010125968994647572,440.1134033203125
2022-04-11,-0.02108152323410284,432.5908203125
2022-04-12,0.0021056729473853952,430.9880065917969
2022-04-13,0.007771880194979319,435.9243774414063
2022-04-14,-0.002029689681819158,430.4963073730469
2022-04-18,-0.002392687665332849,430.6733093261719
2022-04-19,0.004578788374977494,437.6255187988281
2022-04-20,0.007704128385553233,437.3009948730469
2022-04-21,-0.01959381219796441,430.7618103027344
2022-04-22,-0.02712998040708059,418.9420776367188
2022-04-25,-0.008213839641953435,421.3709411621094
2022-04-26,-0.01269531519046263,409.1676940917969
2022-04-27,0.0024728440372856486,410.3181762695313
2022-04-28,0.01754418628104948,420.6825866699219
2022-04-29,-0.026833061289094573,405.1359558105469
2022-05-02,-0.01488784474155369,407.5746765136719
2022-05-03,0.006631059020065111,409.4429931640625
2022-05-04,0.017858011658442807,421.9117736816406
2022-05-05,-0.023073110462039748,406.9158020019531
2022-05-06,-0.004794841090547841,404.4869689941406
2022-05-09,-0.021201285598309805,391.5364379882813
2022-05-10,-0.011841237464101373,392.4411010742188
2022-05-11,-0.0031051851515560003,386.2066955566406
2022-05-12,0.002467707421273335,385.8035583496094
2022-05-13,0.019944799750644115,395.0272521972656
2022-05-16,-0.0011394824298662787,393.4244079589844
2022-05-17,0.004140318179090219,401.5173034667969
2022-05-18,-0.04077248075368911,385.3315124511719
2022-05-19,-0.0077492751667617155,382.9714965820313
2022-05-20,0.0034187266645371306,383.1387023925781
2022-05-23,0.015893951112163185,390.3072204589844
2022-05-24,0.010851780398726696,387.3277282714844
2022-05-25,0.004535653351102065,390.7497253417969
2022-05-26,0.007213637891182012,398.5574340820313
2022-05-27,0.019254105808536037,408.3416748046875
2022-06-01,-0.014310526019908676,402.76611328125
2022-06-02,0.01511047099430507,410.4361877441406
2022-06-03,-0.01419115657669523,403.7002868652344
2022-06-06,0.0020682754678822413,404.9295043945313
2022-06-07,0.009341179852068171,408.8136596679688
2022-06-08,-0.01158672450871645,404.3689880371094
2022-06-09,-0.023513094758963127,394.7519226074219
2022-06-10,-0.027859170671714395,383.3058471679688
2022-06-13,-0.03363386463867868,368.7524108886719
2022-06-14,-0.007415139766417056,367.6412658691406
2022-06-15,0.012925504627706363,372.8824462890625
2022-06-16,-0.025113305644050454,360.5415344238281
2022-06-17,0.0033788120870483773,361.3187561035156
2022-06-21,0.023619331245316344,370.4144592285156
2022-06-22,0.004541832529218137,369.742919921875
2022-06-23,0.011254167043464935,373.3673400878906
2022-06-24,0.027913611669779348,385.2381286621094
2022-06-27,-0.001187943692201765,383.7666320800781
2022-06-28,-0.016953901673625538,375.9251708984375
2022-06-29,0.0005358809157720579,375.6190185546875
2022-06-30,-0.007276243512039704,372.5673828125
2022-07-01,0.018984842147565573,376.50787353515625
2022-07-05,-0.0074762628059364955,377.2189331054688
2022-07-06,0.0034388049163383005,378.492919921875
2022-07-07,0.01230822290849276,384.1616516113281
2022-07-08,-0.002506256139810814,383.84564208984375
2022-07-11,-0.010041103337795176,379.4607849121094
2022-07-12,-0.005219871721409253,376.1029357910156
2022-07-13,0.0006028331627723205,374.1277770996094
2022-07-14,-0.003105408962245093,373.21917724609375
2022-07-15,0.010682549454666068,380.349609375
2022-07-18,-0.004355427749273111,377.20904541015625
2022-07-19,0.02092490117976742,387.4009704589844
2022-07-20,0.0024624160626602887,389.8699035644531
2022-07-21,0.012790989171476363,393.8400573730469
2022-07-22,0.001117895649302536,390.1859436035156
2022-07-25,0.0019960270987557927,390.6599731445313
2022-07-26,-0.012811653331423756,386.0380859375
2022-07-27,0.0190633887637357,396.0621032714844
2022-07-28,0.023939151954785798,401.0296630859375
2022-07-29,0.022082344301586065,406.8761596679688
2022-08-01,-0.004479935913188959,405.67132568359375
2022-08-02,-0.005774473040178307,402.9949645996094
2022-08-03,-0.0048849379271226345,409.3056335449219
2022-08-04,-0.016659957492168087,409.0291137695313
2022-08-05,0.00736767445258657,408.3377990722656
2022-08-08,0.00227532291682353,407.86376953125
2022-08-09,0.005511387480201302,406.244140625
2022-08-10,0.010615795537562756,414.7768859863281
2022-08-11,0.013402080487822987,414.7768859863281
2022-08-12,0.010263797748149672,421.7986450195313
2022-08-15,-0.00290139759128738,423.5367736816406
2022-08-16,0.005178803327218429,424.3663635253906
2022-08-17,0.0003960993693397086,421.3542175292969
2022-08-18,0.011367645215490274,422.578857421875
2022-08-19,-0.0056222484422386865,416.9002380371094
2022-08-22,-0.00992070064269368,408.2192993164063
2022-08-23,0.01093881228980953,407.2317199707031
2022-08-24,0.006867549029377251,408.5353393554688
2022-08-25,0.00841508697160731,414.3028564453125
2022-08-26,-0.02064517909260255,400.2790832519531
2022-08-29,0.0036450714307938448,397.6323547363281
2022-09-01,0.01134123082951044,391.49945068359375
2022-09-02,-0.01210008226636472,387.371337890625
2022-09-06,0.001655581642610482,385.9096984863281
2022-09-07,0.02356743456391097,392.842529296875
2022-09-08,0.0080363659061653,395.4103088378906
2022-09-09,0.007861387676285414,401.5531005859375
2022-09-12,0.008187005704554329,405.8688354492188
2022-09-13,-0.03160961665808859,388.22064208984375
2022-09-14,0.0024244311215291248,389.7020568847656
2022-09-15,-0.011271350410382297,385.2776489257813
2022-09-16,-0.004432881731594174,382.3384094238281
2022-09-19,0.0035060580502017658,385.3034057617188
2022-09-20,-0.013993883744163105,380.8806762695313
2022-09-21,-0.015805452419618726,374.2366638183594
2022-09-22,-0.003189025812082802,371.0931396484375
2022-09-23,-0.010212497315258084,364.8755493164063
2022-09-26,-0.017914997200191407,361.2659301757813
2022-09-27,-0.008805022092018167,360.34375
2022-09-28,0.017970417694129548,367.4339904785156
2022-09-29,-0.024473381721722864,359.7586669921875
2022-09-30,-0.012320778975735802,354.1955261230469
2022-10-03,0.020314045833008443,363.5467224121094
2022-10-04,0.019850928004076618,374.8117980957031
